strain,reference_strain,isotype,previous_names,sequenced,warning_message,release,source_lab,collection_group,c_label,s_label,latitude,longitude,landscape,substrate,substrate_comment,substrate_temp,ambient_temp,substrate_moisture,ambient_humidity,photo,isolated_by,sampled_by,isolation_date,isolation_date_comment,notes,state,country,set_divergent,set_1,set_2,set_3,set_4,set_5,set_6,set_7
MY23,1,MY23,NA,1,,20160408,CGC,,,,51.96,7.53,Urban garden,Compost,compost heap,,,,,NA,H. Schulenburg,H. Schulenburg,2002-07-01,NA,NA,Nordrhein-Westfalen,Germany,TRUE,,,,,,,
MY2338,0,MY2573,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,rotting apple compost,,,,,NA,C. Petersen,C. Petersen,2012-10-24,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY2339,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-10-24,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY2344,0,MY2535,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-10-24,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY2347,0,MY920,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-10-24,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2373,0,MY920,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Isopod,Isopod,,,,,NA,C. Petersen,C. Petersen,2012-10-24,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2406,0,MY920,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,rotting apple compost,,,,,NA,C. Petersen,C. Petersen,2012-10-24,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2434,0,MY2573,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-11-07,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY2443,0,MY2573,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,rotting apple compost,,,,,NA,C. Petersen,C. Petersen,2012-11-07,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY2453,1,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-11-07,NA,NA,North Rhine-Westphalia,Germany,,,,,TRUE,,,
MY2479,0,MY920,NA,,,20180413,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-11-21,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2481,0,JU311,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-11-21,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2491,0,MY2573,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-11-21,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY2502,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-11-21,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY2530,1,MY2530,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-12-05,NA,NA,Schleswig-Holstein,Germany,,,,,TRUE,,,
MY2532,0,MY2535,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-12-05,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2535,1,MY2535,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-12-05,NA,NA,North Rhine-Westphalia,Germany,,,,,TRUE,,,
MY2541,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-12-05,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY2573,1,MY2573,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-12-10,NA,NA,North Rhine-Westphalia,Germany,,,,,TRUE,,,
MY2579,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-12-10,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY2585,1,MY2585,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-12-10,NA,NA,Schleswig-Holstein,Germany,,,,,,TRUE,,
MY2622,0,MY2453,NA,,,20180413,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,myriapod,,,,,NA,R. Hermann,R. Hermann,2013-08-09,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2623,0,MY2585,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,,,,,NA,C. Petersen,C. Petersen,2013-08-09,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2630,0,RC301,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod,,,,,NA,R. Hermann,R. Hermann,2013-08-09,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2635,0,MY2713,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod,,,,,NA,R. Hermann,R. Hermann,2013-08-23,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2636,0,RC301,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,myriapod,,,,,NA,R. Hermann,R. Hermann,2013-08-23,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2640,0,RC301,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,,,,,NA,R. Hermann,R. Hermann,2013-08-23,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2679,0,MY2713,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod,,,,,NA,R. Hermann,R. Hermann,2013-09-04,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2681,0,RC301,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,myriapod,,,,,NA,C. Petersen,C. Petersen,2013-09-04,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2684,0,RC301,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,,,,,NA,M . Barg,M. Barg,2013-08-19,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2685,0,MY2693,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod Oniscus asellus,,,,,NA,M . Barg,M. Barg,2013-08-19,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2688,0,MY920,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,,,,,NA,M . Barg,M. Barg,2013-08-21,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2689,0,MY2713,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,chilopod,,,,,NA,M . Barg,M. Barg,2013-08-21,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2691,0,RC301,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod,,,,,NA,R. Hermann,R. Hermann,2013-07-31,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2692,0,MY2741,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod,,,,,NA,R. Hermann,R. Hermann,2013-08-16,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2693,1,MY2693,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,,,,,NA,R. Hermann,R. Hermann,2013-08-15,NA,NA,Schleswig-Holstein,Germany,,,,,TRUE,,,
MY2713,1,MY2713,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod Oniscus asellus,,,,,NA,M. Barg,M. Barg,2013-09-03,NA,NA,Schleswig-Holstein,Germany,,,,,,TRUE,,
MY2719,0,MY2693,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,chilopod,,,,,NA,M. Barg,M. Barg,2013-09-05,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2741,1,MY2741,NA,1,,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,,,,,NA,C. Petersen,C. Petersen,2014-09-01,NA,NA,Schleswig-Holstein,Germany,,,,,TRUE,,,
MY3,0,MY10,NA,0,,20160408,CGC,,,,51.96,7.53,Urban garden,Compost,compost heap,,,,,NA,H. Schulenburg,H. Schulenburg,2002-07-01,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY4,0,MY10,NA,0,,20160408,CGC,,,,51.96,7.53,Urban garden,Compost,compost heap,,,,,NA,H. Schulenburg,H. Schulenburg,2002-07-01,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY5,0,MY10,NA,0,,20160408,CGC,,,,51.96,7.53,Urban garden,Compost,compost heap,,,,,NA,H. Schulenburg,H. Schulenburg,2002-07-01,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY508,0,MY2453,NA,,,20180413,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-07-08,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY518,1,MY518,NA,1,,20170531,MY,,,,51.964154,7.611719,Botanical garden zoo,Compost,compost  heap,,,,,NA,C. Petersen,C. Petersen,2011-07-08,NA,NA,North Rhine-Westphalia,Germany,,,,,,TRUE,,
MY524,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost  heap,,,,,NA,C. Petersen,C. Petersen,2011-11-28,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY538,0,MY795,NA,1,,20170531,MY,,,,54.346355,10.117737,Rural garden,Slug,brown slug,,,,,NA,C. Petersen,C. Petersen,2011-08-25,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY559,0,MY2573,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Slug,brown slug,,,,,NA,C. Petersen,C. Petersen,2011-09-09,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY561,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-09-08,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY564,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-09-08,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY570,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Slug,brown slug,,,,,NA,C. Petersen,C. Petersen,2011-09-08,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY579,0,MY2573,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-09-09,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY589,0,MY920,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-08-25,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY6,0,MY18,NA,1,,20160408,CGC,,,,51.96,7.53,Urban garden,Compost,compost heap,,,,,NA,H. Schulenburg,H. Schulenburg,2002-07-01,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY673,0,MY795,NA,,,20180413,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-09-27,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY679,1,MY679,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-09-27,NA,NA,Schleswig-Holstein,Germany,,,,,TRUE,,,
MY684,0,RC301,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-09-27,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY7,0,MY10,NA,0,,20160408,CGC,,,,51.96,7.53,Urban garden,Compost,compost heap,,,,,NA,H. Schulenburg,H. Schulenburg,2002-07-01,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY710,0,MY2573,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-10-12,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY713,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-10-12,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY741,0,MY920,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-10-10,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY772,1,MY772,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-09-27,NA,NA,Schleswig-Holstein,Germany,,,,,,TRUE,,
MY792,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-10-24,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY795,1,MY795,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-10-26,NA,NA,Schleswig-Holstein,Germany,,,,,,TRUE,,
MY8,0,MY10,NA,0,,20160408,CGC,,,,51.96,7.53,Urban garden,Compost,compost heap,,,,,NA,H. Schulenburg,H. Schulenburg,2002-07-01,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY803,0,MY2713,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-11-03,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY804,0,MY2573,NA,,,20180413,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-11-02,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY819,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-11-02,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY864,0,MY2453,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-11-14,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY881,0,MY2535,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-12-01,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY882,0,RC301,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-12-01,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY887,0,MY920,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-12-08,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY9,0,MY10,NA,0,,20160408,CGC,,,,51.96,7.53,Urban garden,Compost,compost heap,,,,,NA,H. Schulenburg,H. Schulenburg,2002-07-01,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY904,0,MY2453,NA,,,20180413,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2011-12-08,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY920,1,MY920,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-01-18,NA,NA,Schleswig-Holstein,Germany,,,,,TRUE,,,
MY934,0,MY2573,NA,1,,20170531,MY,,,,51.950723,7.599099,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-01-25,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY965,0,MY2453,NA,1,,20170531,MY,,,,51.950777,7.536628,Rural garden,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-05-09,NA,NA,North Rhine-Westphalia,Germany,,,,,,,,
MY990,0,MY920,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-05-23,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY991,0,MY679,NA,1,,20170531,MY,,,,54.346355,10.117737,Botanical garden zoo,Compost,compost heap,,,,,NA,C. Petersen,C. Petersen,2012-06-20,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
N2,1,N2,N2 HRH|N2_HRH|N2,1,,20160408,MT,,,,51.45,-2.59,Urban garden,Compost,mushroom compost,,,,,NA,W. Nicholas,W. Nicholas,1951-01-01,only year (1951) is known,Maintained by E.C. Dougherty in axenic media until sent to S. Brenner in 1964. Frozen in 1969.,England,United Kingdom,TRUE,,,,,,,
NIC1,1,NIC1,NA,1,,20160408,NIC,,,,43.279,5.3543,NA,Rotting fruit,rotting fruit,,,,,NA,C. Braendle,C. Braendle,2008-09-14,NA,NA,Provence-Alpes-Côte d'Azur,France,,TRUE,,,,,,
NIC1049,1,NIC1049,4,1,,20170531,NIC,,,,43.593561,1.45032,Botanical garden zoo,Compost,Compost fresh,,,,,NA,C. Braendle,C. Braendle,2014-10-14,NA,NA,Occitanie,France,,,,,,TRUE,,
NIC1107,1,NIC1107,1,1,,20170531,NIC,,,,43.716278,7.266935,Botanical garden zoo,Fruit,Gingko fruits,,,,,NA,C. Braendle,A. Vielle and P. Vigne,2014-11-25,NA,NA,Provence-Alpes-Côte d'Azur,France,,,,,TRUE,,,
NIC1119,1,NIC1119,,,,20180413,NIC,,,,-13.421743,-71.849508,Rural garden,Rotting nut,walnut,,,,,NA,C. Braendle,C. Braendle,2015-06-04,NA,"Pisa, Peru",Cusco,Peru,,,,,,,TRUE,
NIC1604,0,MY2573,,,,20180413,NIC,,,,38.596,-0.0859,Agricultural land,Rotting fruit,rotting orange,,,,,NA,C. Braendle,C. Braendle,2017-05-01,NA,"L'Alfas de Pi, Spain",Valencian Community,Spain,,,,,,,,
NIC166,1,NIC166,NA,1,,20160408,NIC,,,,46.72722,6.89775,Rural garden,Fruit,immature prunes,,,,,NA,C. Braendle,C. Braendle,2007-07-27,NA,NA,Vaud,Switzerland,,,TRUE,,,,,
NIC195,1,NIC195,NA,1,,20160408,NIC,,,,38.545874,-28.37322,Rural garden,Fruit,apple,,,,,NA,D. Bourc’his and J. Dumont,D. Bourc’his and J. Dumont,2011-08-22,NA,NA,Azores,Portugal,,,TRUE,,,,,
NIC196,0,NIC195,NA,1,,20160408,NIC,,,,38.4716405,-28.20149,Rural garden,Fruit,grapes,,,,,NA,D. Bourc’his and J. Dumont,D. Bourc’his and J. Dumont,2011-08-23,NA,NA,Azores,Portugal,,,,,,,,
NIC197,0,NIC195,NA,1,,20160408,NIC,,,,38.39682,-28.25165,Rural garden,Fruit,apple,,,,,NA,D. Bourc’his and J. Dumont,D. Bourc’his and J. Dumont,2011-08-23,NA,NA,Azores,Portugal,,,,,,,,
NIC198,0,NIC195,NA,1,,20160408,NIC,,,,39.4364016,-31.23849,Rural garden,Nut,hummus,,,,,NA,D. Bourc’his and J. Dumont,D. Bourc’his and J. Dumont,2011-08-29,NA,NA,Azores,Portugal,,,,,,,,
NIC199,1,NIC199,NA,1,,20160408,NIC,,,,37.745428,-25.19929,Rural garden,Nut,hummus,,,,,NA,D. Bourc’his and J. Dumont,D. Bourc’his and J. Dumont,2011-03-09,NA,NA,Azores,Portugal,,TRUE,,,,,,
NIC2,1,NIC2,NA,1,,20160408,NIC,,,,43.279,5.3543,Urban garden,Rotting plant,rotting plant,,,,,NA,C. Braendle,C. Braendle,2008-09-14,NA,NA,Provence-Alpes-Côte d'Azur,France,,TRUE,,,,,,
NIC200,0,NIC199,NA,1,,20160408,NIC,,,,37.74942,-25.66489,Rural garden,Fruit,unknown fruit,,,,,NA,D. Bourc’his and J. Dumont,D. Bourc’his and J. Dumont,2011-05-09,NA,NA,Azores,Portugal,,,,,,,,
NIC207,1,NIC207,NA,1,,20160408,NIC,,,,43.720505,7.24045,Rural garden,Rotting fruit,rotting oranges,,,,,NA,C. Braendle,C. Braendle,2011-09-21,NA,NA,Provence-Alpes-Côte d'Azur,France,,,TRUE,,,,,
NIC231,1,NIC231,NA,1,,20160408,NIC,,,,43.720505,7.24045,Rural garden,Rotting fruit,rotting oranges,,,,,NA,C. Braendle,C. Braendle,2011-11-14,NA,NA,Provence-Alpes-Côte d'Azur,France,,,,TRUE,,,,
NIC232,0,NIC231,NA,1,,20160408,NIC,,,,43.720505,7.24045,Rural garden,Rotting fruit,rotting oranges,,,,,NA,C. Braendle,C. Braendle,2011-11-14,NA,NA,Provence-Alpes-Côte d'Azur,France,,,,,,,,
NIC236,1,NIC236,NA,1,,20160408,NIC,,,,39.242006,-9.313417,Rural garden,Rotting fruit,rotting fruit,,,,,NA,C. Braendle,C. Braendle,2011-11-26,NA,NA,Lisboa,Portugal,,,TRUE,,,,,
NIC237,0,NIC236,NA,1,,20160408,NIC,,,,39.242006,-9.313417,Rural garden,Rotting fruit,rotting fruit,,,,,NA,C. Braendle,C. Braendle,2011-11-26,NA,NA,Lisboa,Portugal,,,,,,,,
NIC242,1,NIC242,NA,1,,20160408,NIC,,,,38.691765,-9.31609,Urban garden,Rotting fruit,rotting plant/fruits,,,,,NA,C. Braendle,C. Braendle,2008-08-17,NA, Isolated at IGC (Instituto Gulbenkian de Ciência),Lisbon Metropolitan Area,Portugal,,,TRUE,,,,,
NIC251,1,NIC251,NA,1,,20160408,NIC,,,,38.66621,-28.151364,Rural garden,Rotting fruit,Rotting yellow berries from shrub,,,,,NA,S. Carvalho,S. Carvalho,2012-08-01,Only year and month are known (08-2012),"Isolated in the Azores, on the island of São Jorge",Azores,Portugal,,,TRUE,,,,,
NIC252,1,NIC252,NA,1,,20160408,NIC,,,,38.661313,-28.147949,Rural garden,Rotting fruit,Rotting fruit (?) from Camelia.,,,,,NA,S. Carvalho,S. Carvalho,2012-08-01,Only year and month are known (08-2012),"Isolated in the Azores, on the island of São Jorge",Azores,Portugal,,TRUE,,,,,,
NIC255,1,NIC255,NA,1,,20160408,NIC,,,,43.714834,7.266779,Urban garden,Rotting fruit,isolated from a rotting orange trap (trap set date: 10.27.2012),,,,,NA,C. Braendle,C. Braendle,2012-11-18,NA,Isolated in Parc de Valrose,Provence-Alpes-Côte d'Azur,France,,,TRUE,,,,,
NIC256,1,NIC256,NA,1,,20160408,NIC,,,,38.71829,-9.14875,Botanical garden zoo,Fruit,fruits palm tree (olive size),,,,,NA,C. Braendle,C. Braendle,2012-12-02,NA,NA,Lisbon Metropolitan Area,Portugal,,TRUE,,,,,,
NIC258,1,NIC258,NA,1,,20160408,NIC,,,,38.71829,-9.14875,Botanical garden zoo,Fruit,fruits palm tree (large),,,,,NA,C. Braendle,C. Braendle,2012-12-02,NA,NA,Lisbon Metropolitan Area,Portugal,,,,TRUE,,,,
NIC259,1,NIC259,NA,1,,20160408,NIC,,,,38.71829,-9.14875,Botanical garden zoo,Fruit,"fruits, Opuntia-like plant",,,,,NA,C. Braendle,C. Braendle,2012-12-02,NA,NA,Lisbon Metropolitan Area,Portugal,,,,TRUE,,,,
NIC260,1,NIC260,NA,1,,20160408,NIC,,,,38.71829,-9.14875,Botanical garden zoo,Fruit,"fruits, osage orange (Maclura pomifera)",,,,,NA,C. Braendle,C. Braendle,2012-12-02,NA,NA,Lisbon Metropolitan Area,Portugal,,TRUE,,,,,,
NIC261,1,NIC261,NA,1,,20160408,NIC,,,,38.71829,-9.14875,Botanical garden zoo,Fruit,"fruits, Silene sp.?",,,,,NA,C. Braendle,C. Braendle,2012-12-02,NA,NA,Lisbon Metropolitan Area,Portugal,,TRUE,,,,,,
NIC262,1,NIC262,NA,1,,20160408,NIC,,,,38.71829,-9.14875,Botanical garden zoo,Flower,Strelitzia flower (inside),,,,,NA,C. Braendle,C. Braendle,2012-12-02,NA,NA,Lisbon Metropolitan Area,Portugal,,,,TRUE,,,,
NIC263,0,NIC256,NA,1,,20160408,NIC,,,,38.71829,-9.14875,Botanical garden zoo,Fruit,fruits palm tree (olive size) ,,,,,NA,C. Braendle,C. Braendle,2012-12-02,NA,NA,Lisbon Metropolitan Area,Portugal,,,,,,,,
NIC265,1,NIC265,NA,1,,20160408,NIC,,,,38.71829,-9.14875,Botanical garden zoo,Flower,"flowers, fruits, humus sample",,,,,NA,C. Braendle,C. Braendle,2012-12-02,NA,NA,Lisbon Metropolitan Area,Portugal,,,TRUE,,,,,
NIC266,1,NIC266,NA,1,,20160408,NIC,,,,38.69237,-9.31592,Urban garden,Flower,flowers (grapes) from tree ,,,,,NA,C. Braendle,C. Braendle,2012-12-07,NA,Isolated in Jardim do Palacio do Marques de Pombal,Lisbon Metropolitan Area,Portugal,,,TRUE,,,,,
NIC267,1,NIC267,NA,1,,20160408,NIC,,,,38.69237,-9.31592,Urban garden,Fruit,Orange fruits,,,,,NA,C. Braendle,C. Braendle,2012-12-07,NA,Isolated in Jardim do Palacio do Marques de Pombal,Lisbon Metropolitan Area,Portugal,,,,TRUE,,,,
NIC268,1,NIC268,NA,1,,20160408,NIC,,,,38.69237,-9.31592,Urban garden,Fruit,Orange fruits ,,,,,NA,C. Braendle,C. Braendle,2012-12-07,NA,Isolated in Jardim do Palacio do Marques de Pombal,,Portugal,,,,TRUE,,,,
NIC269,1,NIC269,NA,1,,20160408,NIC,,,,38.69237,-9.31592,Urban garden,Fruit,Orange fruits,,,,,NA,C. Braendle,C. Braendle,2012-12-07,NA,Isolated in Jardim do Palacio do Marques de Pombal,Lisbon Metropolitan Area,Portugal,,,,TRUE,,,,
NIC270,0,NIC267,NA,1,,20160408,NIC,,,,38.69237,-9.31592,Urban garden,Fruit,"Orange fruits, litter, humus",,,,,NA,C. Braendle,C. Braendle,2012-12-07,NA,Isolated in Jardim do Palacio do Marques de Pombal,Lisbon Metropolitan Area,Portugal,,,,,,,,
NIC271,1,NIC271,NA,1,,20160408,NIC,,,,38.69237,-9.31592,Urban garden,Fruit,Magnolia fruits (woody),,,,,NA,C. Braendle,C. Braendle,2012-12-07,NA,Isolated in Jardim do Palacio do Marques de Pombal,Lisbon Metropolitan Area,Portugal,,,TRUE,,,,,
